comment_id,video_title,comment_text,author_name,published_at,like_count,reply_count
"UgwaFpOd1niQJtYEcCl4AaABAg","The Best Laser Cutter for any Budget?","Video is about laser engravers looking for a laster cutter video","@jermainewithag","2022-12-26T22:21:25",0,0
"UgwtCtr1sIS5XiChL1R4AaABAg","This has some Serious POWER! Atomstack X20 Pro Laser Review","They wouldn't happen to offer interchangeable laser modules of different wattage?? Be nice to have the option.","@marksage5722","2022-12-26T20:10:28",0,0
"UgxqzqEV1op9JvGtnex4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Starter-question: Where is the main difference between LED- and CO2-laser in possible material or thickness?","@SantaDragon","2022-12-26T17:58:51",0,0
"Ugz5tx84tP_YKOx2kzR4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I may have missed it in the video but the Diode and CO2 are different wavelengths and burn different materials, not just power concerns.","@frijoli9579","2022-12-26T16:35:04",1,0
"UgyBRk05tNK_h6FkE4Z4AaABAg","Better and Cheaper than Glowforge?  Gweike Cloud Laser Review","Because of your video I purchased the G Machine.  Next up is learning lightburn","@mobmakeitsmall","2022-12-26T15:14:35",0,1
"Ugx9lpD4jzNjNOBqvlN4AaABAg","This Laser Can Engrave METAL!  -  OMTech 20W Fiber Laser Review","I cannot find the one with the 200x200mm work area, only 110mm","@kraigwitha.k","2022-12-26T04:19:14",0,0
"UgwIBPjx1OEmtQuJnIZ4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Dude, no one looking for any of the desktop machines is looking to get a completely manual, laser cutter the size of a golf cart. It’s not even in the same race. I really hate that you spent so much time of this video on that thing.","@cornbreadcuban5456","2022-12-26T01:56:33",0,0
"UgyisHOhfspDZIASboV4AaABAg","Top Laser Engravers and Cutters to Get in 2022","If I wanted a laser that engraves an image into acrylic In order to make molds for enamel pins...which laser would be best?","@erikcain7275","2022-12-26T01:32:34",0,0
"UgwMkOKVglDBOMGFr_p4AaABAg","Top Ten Products to Sell with a Laser Engraver & Cutter (2022)","One thing I've been making is fridge magnets. Easy and cheap to make.","@1976ClassicCelica","2022-12-25T20:44:04",7,1
"UgxwOEP01dm0MMgRZat4AaABAg","Building a Modular Paint Organization System","anybody know if the plans are editable or not?with which software ?","@maurorossi8708","2022-12-25T20:38:49",0,0
"Ugxnv2-8Yo2mEuBqQ2V4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Question, I plan on reproducing old RC airplane kits, which machine do you recommend? Space is not an issue. Looking at the 60w one with the manual z axis…🤔🤔🤔 Good video, 1st one I’ve seen on your channel 🤘🏻","@sacrificialrubber779","2022-12-24T18:46:04",1,0
"Ugxg10K0BWmCvsJl85Z4AaABAg","Top Laser Engravers and Cutters to Get in 2022","Hi , I am new to your work shop, which I found very interesting, I have a question I might be able to find it if I go online do these devices run from a Mac sauce at all, This might seem a strange question but I’m thinking of trying to do something to keep myself busy as I am in my 70s I’m not sure whether I am capable of doing this at the moment I’m trying to find out a bit more about it.  Give me a piece of wood and I’ll make the chair a window or staircase out of it as this was my business when I was in business by myself back in the UK I’m now retired and living in France I still have some of my machinery looking to do some smaller work if possible to keep myself active, And a friend of mine who lives in the states called Shady acres workshop is a wood turner and he has just recently purchased a laser engraving machine and we’ve been chatting online about this, PHIL FROM THE MOULIN FRANCE","@philvale5724","2022-12-24T14:32:46",0,0
"Ugxudd8t7wCVD1WRfF94AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","It seems like your Omtech prices are way off right now, I just looked and the Polar is showing right around $4000 while the Gwike Cloud is $2800. I thought it might be because Omtech is showing me Canadian prices but no, the CAD price is only $3600.","@barrylinkiewich9688","2022-12-24T05:35:48",0,0
"UgxgW4H3Y-ImqL0ybM94AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","What laser would you recommend to cut out leather patches for hats? Not for hobby, but for production.","@LowesGuru","2022-12-23T23:20:34",0,0
"Ugz2YlPf0Z0uoEiltll4AaABAg","Top Laser Engravers and Cutters to Get in 2022","please use stupider soundtrack. this one is not stupid enough.","@a3103-j7g","2022-12-23T20:38:03",0,0
"UgyQg-GQu2PfS9KHcYx4AaABAg","Top Laser Engravers and Cutters to Get in 2022","Great video was looking at getting the  xtools d1 pro and using your code though sadly only works if living in the US. As I live in uk you code doesn’t work.","@martingiles8288","2022-12-23T16:35:35",0,0
"UgwFxrtNGrE3F2imCGZ4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Thank you for always updating us on these machines. They are extremely helpful and I have started my personalization business with lots of help from you to picking my first machine.","@weddingsngifts","2022-12-23T16:16:35",5,0
"UgzlTHkvtPreDdPedgN4AaABAg","It's 48x FASTER than a Diode Laser! 3PLASERS EM-Smart 20W MOPA Laser Review","i'm only six months late to the party but I'll still try to help everyone out and save them 8 min of their time to just say this is like $2.5k+ !!","@maniacalmonster2293","2022-12-23T13:50:35",2,0
"UgwkuApkq7Kg8Zn8OB54AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Is this louder than a glowforge when it running ,  with an external fan ?","@coalakida","2022-12-23T02:33:31",0,0
"UgwV3jMKVXCVYNRR4vZ4AaABAg","Making Super Tiny Furniture! (Miniatures for a Dollhouse)","Woodglut has very good and accurate woodworking plans.","@YuriyKhovansky","2022-12-22T19:54:30",0,0
"UgxG7H1Pd7Y11OmWrA94AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","We have a glowforge midrange machine. Had it for a year running full time. It started having problems. Couldn't get any support from glowforge. It's our business so we bought another to use while the other gets fixed & can be used as a back up. My son basically started just replacing parts & the carriage turned out to be the problem. We had the new machine for 2 months. Nothing but problems with it. It wouldn't cut on normal settings. It also would start randomly not cutting or excessively burning on higher settings. Finally glowforge sent a ""referbished"" replacement for our brand new 5000$ machine. The refer machine showed up with cooling liguid leaked all over. Tried running the machine at glowforge support request & the entire laser arm is off center running crooked & is completely noisy because the track wheels are worn. I highly recommend no one buy a glowforge. Their customer service sucks & there is zero product support. Their poor business model is a devistating model for your business if you are trying to run 9ne with glowforge.","@usarespnsblty","2022-12-22T07:06:04",22,0
"UgzfSmBCUnUUWHiLewh4AaABAg","3 HUGE Upgrades in the xTool D1 Pro!","Can you please mention how noisy it is and what about the smell","@Lolikuki-g3","2022-12-22T06:02:39",0,0
"Ugxmjm82EnFymjgZZL94AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Does any one know what the laser eye safety protocol should be for the OMTech Polar vs the 60W? It looks like the 60W has laser safety glass on top while the Polar has clear glass. I assume the clear glass will pass reflected laser light. Does that means that one would have to wear safety glasses when in the room with the Polar but not the 60W?","@subpixel2234","2022-12-22T05:51:36",1,0
"Ugyihf1XBAXTZifJHTp4AaABAg","The Best Laser Cutter for any Budget?","What can I use to profile hockey skates' blades. cut (profile) the blade to a specific radius contour. thickness is about 2.8 mm  and carbon steel type of metal.  Thanks","@berniequigley4396","2022-12-21T23:55:46",0,0
"Ugx-8EcOIDtrlAJ2mzd4AaABAg","Better and Cheaper than Glowforge?  Gweike Cloud Laser Review","Glow forge is not the plan. Too many drawbacks, but thanks for your input and ideas.... I dont own either yet, but it will not be Glow. Merry Chistmas!!!","@liveevents9191","2022-12-21T22:46:55",0,0
"UgwmVldlzrSX2O-PgNx4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I've looked at Glowforge but I refuse to buy it due to the online service requirement.  I'm tired of the trend of subscription services to use hardware and the amount of e-Waste it creates when they go out of business.  Thanks for showing some alternatives.","@dguisinger","2022-12-21T16:02:01",2,0
"UgyqnmQiqjNwmoU2pOJ4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","It's highly likely that GWeike is producing the OMTech, GWeike is the OEM for a huge portion of the chinese import market.","@grinchyface","2022-12-21T07:11:50",0,0
"Ugzz17NaCqXJTclUvVt4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Many of us have the glowforge because were able to run them in the kitchen and vent out the window and it somewhat quiet once you get an external fan ,    what can be expected on this , can I turn off the internal fan an use a more quiet one.    ???","@coalakida","2022-12-21T04:48:04",0,0
"Ugy2fOMvZMwJNdaTR_B4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Glowforge’s demise is their “software” (and technically price). Forcing you to use their proprietary cloud crap and then changining it to force you to pay a subscription. I wish I never saw their video and that Adam Savage wasn’t involved. We would have never wasted $5000 for the pro (we were “founders”).   Seeing this is disheartening that a hell of a lot better laser is cheaper.","@CelicaAutocrosser","2022-12-20T21:26:50",1,0
"UgwwKgZ2obiGbKD3sQp4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Glow forge NO. Why? cloud based software. Piss off. I hate that.","@critical_always","2022-12-20T08:51:32",1,0
"UgzsaDeBZPIyA3xQb3R4AaABAg","Top Laser Engravers and Cutters to Get in 2022","Hello my friend. I have watched many, many laser YT videos. Yours, this one is by far the most thorough I have seen. Thank you for taking the time to make it. I am going to subscribe and of course like this video and if you have many others I will be watching and liking them to. Thanks again and GOD bless!!","@robertjenkins194","2022-12-20T00:07:06",0,0
"UgxmUBYTft6JKaX07fp4AaABAg","Should you upgrade a budget laser cutter?","I would love to see a comparison between the K40 with all its upgrades to the new Atomstack diode x30 Pro 33w laser that's coming out.","@OldGloryWorkshp","2022-12-19T21:02:57",0,0
"UgxODgj9PlW9uLjRZjt4AaABAg","I've Never Seen A Laser Do THIS Before! - Laserpecker 2 Review","This is rough -  can’t figure out how “sponsored” this video is. So many bad reviews on this unit and the company but I’m in love with the compact design and portability of this unit.","@karatestrike","2022-12-19T15:50:51",4,0
"UgzLMCHh4xpKW2bUXrZ4AaABAg","The Nicest Laser Engraver This Year? The xTool D1 Review","Is there any software that will run on the Apple iPad Pro (2021)?","@almosthappy2680","2022-12-19T00:29:45",0,0
"UgzQkrmpdHKs440WE854AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Be careful saying that it's safer because the CO2 beam is invisible. Just because you can't ""see"" it doesn't mean it can't blind you. If the enclosure windows don't completely filter/block (gaps/seams are an issue too) the laser light then that's a problem. Proper laser safety glasses should always be worn when operating any laser device such as these.","@OldCurmudgeon3DP","2022-12-18T13:58:26",2,0
"UgzTeE5Swb67oGZE_np4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","$ 3000 ......... haha,  that's cheap alright.   I might have chitted a brick when I saw the price.","@WTF_BBQ","2022-12-18T04:05:47",0,0
"UgzYcofdcyqv-7rN6WZ4AaABAg","Why make THIS?  Aufero Laser 2 Engraver and Cutter Review","I'm excited I was able to pick one up on Ali Express for $145.00  12/22 I can't wait.","@mariajohnston2147","2022-12-18T03:08:50",0,0
"UgxCzOkJMro454dBwEV4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Hey! What desktop laser cutting machines would you recommend for cutting sheet metal? Or have you done a video on this already, hoping you can help! :)","@henmoore1","2022-12-17T21:41:29",1,0
"UgwqKvpFSURJWSZm8px4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Hey! Just used your affiliate code and bought the 80w Omtech! Thanks for making content like this you really made it easier to narrow it down which one is for me and my new business.","@revomedia1629","2022-12-17T18:57:05",0,1
"UgwlA734QpzZuvUWGHN4AaABAg","This Laser Can Engrave METAL!  -  OMTech 20W Fiber Laser Review","Okay, I'm very impressed with how you explain things; I'm not new to laser but never fully understood in the simplest term and understanding of the fiber laser tech. You're a great teacher! Sub'd :)","@sidehop","2022-12-17T18:33:46",5,1
"UgyS0VaGisFJfpFcJbV4AaABAg","Top Laser Engravers and Cutters to Get in 2022","never use flux is one of the worst machins for laser engraving cut etc","@arturohinata1900","2022-12-17T01:16:21",0,0
"UgzBuHAyn_f-R4rlBX54AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I will never support a compnay that requires a monthly payment in order to use a product your purchased from them. 50 a month to use a glowforge outside the most basic of options is an insult","@blakemoody5866","2022-12-17T01:10:04",7,0
"UgykpSQYAsEn2zBXM-J4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","the difference in work enviroments for this machine smells of silhouette vs cricut","@kiraangle2823","2022-12-17T00:18:25",0,0
"UgyxrLhqg3NpBlq0EUd4AaABAg","What Can a $500 CNC Do? Genmitsu 3020 Pro Max","I wonder if this can mill carbonfiber or other composite materials","@anthonycampos7417","2022-12-16T23:53:57",0,0
"UgwGLNMKoOeHMjTe_id4AaABAg","Can This Laser Beat the Competition? Sculpfun S9 Laser Review","Sculpfun has a rubbish and dishonest shipping service I ordered mine on the 5th December thinking I would get my machine shipped by DHL 16th December still waiting!!! AVOID AT ALL COSTS 👎🏼","@336mrk","2022-12-16T17:40:40",0,0
"UgwM5aTagj9sQd4Gdjp4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Great viddy! Man. Hard to see how Gf can keep their prices that high. Especially with sandboxed software.   My heart still wants that big 60w one.","@wittworks","2022-12-16T12:27:12",3,0
"UgyF6oFQG2c_Yg2CVjV4AaABAg","Top Laser Engravers and Cutters to Get in 2022","You should REALLY get your hands on and try the Flux Beam Box Pro, blows the glowforge pro out of the water. The only thing it lacks is the passthrough.","@JustMeKenny","2022-12-16T06:33:55",0,0
"UgxaYsLtPVkXXpzgyAB4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I am completely new to this so forgive my ignorance. Would any of those machines work for cutting fabric to make a ski jacket? If not what should I look for?","@andreasanturro7115","2022-12-16T05:19:21",0,1
"UgwgvQk96OmZ3LKdBRt4AaABAg","What Can a $500 CNC Do? Genmitsu 3020 Pro Max","When you described the spindle you said it was a VFD. This is wrong, it is not a VFD. VFD stands for Variable Frequency Drive. A VFD is used to drive a three phase AC motor. The motor used on this unit is a brushed DC motor. The speed is controlled by PWM, Pulse Width Modulation.","@tinayoga8844","2022-12-16T04:07:17",2,0
"UgyC4ZW_zgVNJhP2_FR4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","This is so exciting however even at this price it's all a dream.medicine cost more to live . I'll keep dreaming through .","@daintylivinglarge968","2022-12-15T19:49:57",0,0
"Ugw0NiMVH2h-IBF5muN4AaABAg","This Laser Can Engrave METAL!  -  OMTech 20W Fiber Laser Review","if you do many passes would it go deeper? like doing a mini 3d model?","@benji3048","2022-12-15T16:57:45",1,0
"UgzKLsiogHzwg7ntyll4AaABAg","This has some Serious POWER! Atomstack X20 Pro Laser Review","Can this be used to print  logo size of 1mm height  and width of 5mm ,on metal ,rubber, and plastic","@muhammedbilal6256","2022-12-15T15:35:54",0,0
"UgxMvWGA-0CAkKl0HtN4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Get your facts right when comparing models and reading your transcript.","@sus8e462","2022-12-15T06:50:10",0,1
"Ugwfejuhsyk4il6b0Ft4AaABAg","Top Laser Engravers and Cutters to Get in 2022","Definitely appreciate the video. Something I took from your video: there is better options then a glowforge. Thank you for that.","@christianhernandez2970","2022-12-14T20:06:23",0,0
"Ugz42DooPzCte4daTo14AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Subscription software. FOR A LASER CUTTER.  Jesus fucking Christ. That's an automatic L for me.","@spdcrzy","2022-12-14T12:08:01",2,0
"UgyzQwCkpxc-_xThOWx4AaABAg","Building a Modular Paint Organization System","Thats a neat little organization system. Gonna have to check out your files.","@AngieWilliamsDesigns","2022-12-13T19:15:22",0,0
"UgyPCSgqsJmFm6047Op4AaABAg","How to organize a Messy Drawer with a Laser Cutter","I always forget about makercase. Thanks for reminding me. I need to do this in my workbench for sand paper.","@AngieWilliamsDesigns","2022-12-13T18:56:11",0,0
"Ugw07MNAESbLaxz5fcN4AaABAg","Top Laser Engravers and Cutters to Get in 2022","Thanks for the comprehensive review!  I am just looking into the entry level machines for the first time and this was very informative.  I look forward to watching you make and break more stuff in the near future.  By the way, Go Timbers!!  (I am a Portland local)","@TheShockwaveDave","2022-12-13T17:43:54",5,0
"Ugzxouk62qUgbmcknA54AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Who the fuck uses support? Only people that are too damn lazy to read use support (The reason why is support is full of people that know less than you and are looking at the same documentation that you have access to to fix your problem)   Worked in multiple Help Desk jobs (including apple) It's all about quantity, not quality so they will hire nearly anyone The standard is about 3 weeks of training (from knowing nothing) The only useful thing about calling support is for a repair which you can do online anyway moral of this story is that you are better off reading the documentation as that is exactly what your help desk guy/girl is doing anyway (most of the time directly from the website) you will save so much time","@crysiscontained4421","2022-12-13T16:54:52",1,0
"UgzsGN3HuG0W_PfO1KZ4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Super helpful. I do have the middle of the road Glowforge. Super glad I got it. Very happy with it. But I’m looking to get a second laser. And Omtech was what I almost got the first go round. Where I work they are also wanting to incorporate some laser work and maybe the Polar would be a good option. Either that… or my Glowforge will go there and I’ll get a larger laser for home. LOL. Either way… thanks for the review.","@AngieWilliamsDesigns","2022-12-13T15:17:58",1,1
"Ugw3jMwQx1XBnnvbIiF4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Do the lasers have a lifespan? If so, how do they compare?","@LarkspurandTea","2022-12-13T15:08:17",1,1
"UgzCFT_vBGH13nD7IIF4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I would love a CO2 desktop laser primarily for cutting acrylics (though I’d love to do some wood projects as well). The price point of the Polar is appealing but I am also looking at the Full Spectrun Muse 3D—could you compare the too? What makes the Muse 3D worth so much more? Is it really an overall better investment?","@pippypinklady","2022-12-13T04:19:39",8,1
"UgwHvpeG44eGROt1nVt4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Okay so OMTECH polar or G-machine overall? I know polar is brand new so that worries me but I do like US based.","@kimberlymcdonald4184","2022-12-12T21:44:29",0,0
"UgxUY6iLpy6A1-R4XZ94AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","So basically it's a copy of Gweike Cloud? 😂 Or is it the same company? 🙈","@sorenac","2022-12-12T19:32:48",0,0
"Ugznfo5ZS471X3yQ6IF4AaABAg","This Laser Can Engrave METAL!  -  OMTech 20W Fiber Laser Review","if you do many passes would you br able to actually sculpt steel, for example a big block of steel, and i wanna make some 3d image, could i go making lots of passes and actually producing a 3d volume?","@benji3048","2022-12-12T18:19:42",1,0
"UgwTXB9OxFTG_BUhSEx4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Someone is sending out ""You have won XXX"" messages through your channel using your logo and a telegram account. I suggest you look into it.","@johnfiott","2022-12-12T16:07:50",0,1
"UgzTfAOznWRGL6Oa9Mt4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I'm looking at the Gweike Cloud Pro vs the OMTech 70W CO2 16x30 with autofocus..... both seem to be about the same price although the OMTech is much bigger. Other than the size, is there any reason not to get the OMTech?? Also the Gweike Cloud Pro says it does 3D... do you think the OMTech does also??? Hey, great vids!!! Thanks much....","@roamingscooterguy2786","2022-12-12T09:44:10",0,1
"UgwVWadlRKVJPotSUcB4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I keep thinking I want a laser but then I realize that I would use it like twice a year. They are super cool and I want one but just can't justify it. Better to know someone who has one than buy my own.","@digitalpilgrim","2022-12-12T05:39:19",1,2
"Ugyj0jy6n9yGNebr0vR4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I remember how I bought the cheapest CNC2418 from Alibaba... came with a drill and a laser... I basically drilled and lasered everything... my neighbours happened to be on a holiday... else I would have drilled and lasered them too. Where is the laser tattoo robot booth? Since the 90ties people love piercings and brandings and tattoos... Let's have a Kickstarter for that.","@Heisenberg2097","2022-12-11T13:22:53",1,0
"UgxWJ-F9yxqgfpln9kB4AaABAg","Better and Cheaper than Glowforge?  Gweike Cloud Laser Review","Do you plan to review Gweike Cloud with RF metal tube? I'm considering spending a little extra on top of the CO2 pro version, but am not sure if it's worth the upgrade and what would be the real benefits compared to the CO2 version.","@WazQUAD","2022-12-11T10:35:44",1,2
"Ugxtm5fQmJqRxs8e3CZ4AaABAg","Top Laser Engravers and Cutters to Get in 2022","Random question. Where did you get the lighting for your setup in the garage? I love the ambiance!","@Coachdylanhatch","2022-12-11T05:13:07",0,2
"UgyTChl5dDojzyUV4nx4AaABAg","Top Ten Products to Sell with a Laser Engraver & Cutter (2022)","I’d love to see the revenue and cost projections for some of these. Even crude estimates would be valuable, as the cost of engraving is only one part of this. Add in the cost of customer acquisition, shipping, returns, etc…all of this must be considered to determine if this is a hobby or a profit-generating business.","@1nteract1ve","2022-12-10T17:18:46",2,1
"Ugz37ZC1tM0jrkRnANx4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Glowforge likely spends $4,000 to acquire customer that's why they are still losing money despite 100mm in sales annually. If you have a good product that everyone wants why would you spend so much on advertising?","@apricotscrub","2022-12-10T03:06:17",0,0
"UgyYYiZOU6840PjzQ4B4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I got an AF-2028, 60W (the red one) and I am waiting for my ventilation supplies so I can set it up. What differences can I expect between the AF-2028 I got and the MF-2028 unit you're showing here?","@arisaves88","2022-12-10T01:28:02",0,0
"UgwBCWlZnWziGT4M4lR4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Hi, what laser setup would be best for table top coaster making ? Using tile, wood, cork cloth and so on. I just want to focus on coaster making only. Thanks. And you videos are great.","@armysnoopy1562","2022-12-09T20:58:20",0,0
"Ugx5fIulB14ajW2xDv94AaABAg","Cheaper and Better?  Atomstack X7 Pro Laser Engraver Review","Hello. I just got the Atomstack M50.  I want to use it on my big cnc router.  I can not find any info on the inputs.  What do I use to turn it on and off? and so forth. Is it 3V, 5V, or 12V input?  What pins?  Thanks.","@tscncworks304","2022-12-09T20:54:53",0,0
"UgwII4rH-_ERH816Vuh4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I still love my Glowforge after 2 1/2 years. I don't use their monthly plan because I upload all my own files. I've tried several diode lazers, which were great for quick Engraving, and another co2 Lazer which I didn't care for at all and gave away. I think it would be great to try the omtech version but for now I'm not looking to buy another.","@ResinBelle","2022-12-09T16:07:28",0,0
"UgxQM5dGdBUoe_stAhx4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Glowforge is garbage in a gold wrapper, omtech is garbage in a silver wrapper..  Just buy the chinese  blue/white or red/blacks.  All of these machines are rip offs of them..","@wildandcrazyevents4513","2022-12-09T12:53:30",0,1
"Ugxgbe9dvlYS2iWCAN94AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Hi powered... 40 watts.....   we made it to the big leagues, have fun cutting 1/4 inch of anything except baltic birch.","@wildandcrazyevents4513","2022-12-09T12:52:06",0,0
"UgyGVN5BsgbjUxcHpNV4AaABAg","Building a Modular Paint Organization System","I have a glowforge and seriously need this stuff my craft room is a complete nightmare!! Can you please send me the cut files for these in svg format>>??? PLEASE!! for 1/8th inch plywood.","@mscullion66","2022-12-09T06:17:33",0,0
"UgxVi4Nse2yUYS5nm9B4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","My Glowforge is CRAP!  It was still in warranty at the time when the glue that bonded the glass lid to the hinge failed. It was a huge surprise when the glass lid popped right off.  I contacted Glowforge customer service and confirmed the warranty and they wanted me to pay $200 + shipping fee to ship it back to have the glass/hinge repaired. From that point on... I've been disappointed with the company and discouraged to use my Glowforge. I honestly thought they're going to send me a pre-paid postage sticker to send it back for repairs & being that is under warranty, i thought the repairs would be free.  It is now an expensive paperweight and taking up space in my house.","@elalconcel3853","2022-12-09T05:17:17",1,0
"UgzmGl3e7h2wF4PD9ot4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Cloud-based only...? subscription....?? Yeah, that'd be a big fat NO from me GlowForge.","@jasonhurdlow6607","2022-12-08T18:22:11",1,0
"Ugy2YLKr8svSfZcEG8J4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Omtech and all these videos seem to ignore some things. Like they are dirty secrets. Omtechs PR stuff says engrave wood acrylic rubber leather but glass is not mentioned and considering that the depth is 30-70mm (1.18 to 2.9 inches) glasses/mugs/beer steins don't seem possible. 2 emails to OMT and no reply and no reply from their FB page. Also nothing on replacing the tube. Can we do it or does it need a tech or sent in ? And the power supply is it replacable off the shelf or a special built one ? End user replaceable or service call/tech/sent in","@freebird1963","2022-12-08T17:27:05",1,0
"Ugz0_8Xect-Tc2SuSTd4AaABAg","This Laser Can Engrave METAL!  -  OMTech 20W Fiber Laser Review","Hi, what do you think is the best laxer for simple stainless steel signs for a manufacturing plant?  Looking to make stainless steel signs that are easy to read and can stand up to harsh sanitation process.","@nickyadadi","2022-12-08T06:48:51",0,0
"UgwkI7ziGAuupV6uJyB4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","cloud based software when there is no practical reason is a deal breaker for me.  manufacturers, take note, consumers will not trust that your servers will outlast their expensive machine","@mattcorbyny1","2022-12-08T05:29:24",1,0
"UgxE1RBSemFcrAs8lUR4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Hey ! Its been one year since I took your advice on pulling the trigger on the Atomstack x7 Pro. It was worth every penny! Now that I have an idea of my market I would like your advice on the best way forward! My clients are mostly Yeti (done hundreds) and glass etching but I find the diode is a little slow. (5-10 min per cup) .. Thoughts? Even had a large company reach out to engrave brass medals but unfortunately not powerful enough. Any help is appreciated!","@capncarty9740","2022-12-08T02:43:33",0,2
"UgyGZwOld_dblWrixel4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","glowforge forged ahead in price and lost me lol glowforge pricing itself out of the market and having a monthly fee. no way","@craftycub","2022-12-08T02:01:23",1,0
"Ugw5kT9fKaruTGYcUmJ4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","I got a glowforge basic back when they were $2k.  I love it, and use it semi-regularly as a hobbyist.  I will say that since seeing them introduce the subscription service and push it so hard, I've had the constant sneaking worry that one day they'll try and lock all function of my glowforge behind a paywall, but so far they haven't done that.  I only ever upload designs so I have no need for the subscription.  If they ever do decide to brick it for a subscription (or go under and their webclient ceases to be), I'll look at other companies, but I can't afford to upgrade as long as I've got a working laser already.  Despite my overall very positive experience with glowforge, I don't think I'd recommend them to someone now, when you can get a more powerful laser that can run in house software for less money.  When it was 2k, it was also one of the only really user friendly lasers on the market, and one of the cheapest lasers.  At twice the price, and still locked into glowforge's online software, I just don't see why anyone would pick it over a competitor.","@902496","2022-12-07T22:17:44",43,3
"UgyIr5nRzl827sHltUd4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","phone support? At omtech? Idk if that’s true. I spent 3 months trying to get customer service and never had phone support. It was all email. That said, I do like my k40 machine.","@karadanvers6136","2022-12-07T14:10:58",0,0
"Ugz-dgmsoBEzIN7ioXF4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Have you checked out the XTool M1? It seems like it sort of bridges the gap between typical diode and CO2 laser desktop units. You know more about lasers than most people (I suspect) so I'd be interested to hear your thoughts about it.","@Vormulac1","2022-12-06T22:28:34",0,3
"Ugy_pgvvE1WLNCxfUqZ4AaABAg","$4000 cheaper than Glowforge AND better?  OMTech Polar Review","Hey, I was just on your website trying to find the laser test file download. I eventually found it (great tool, thank you so much) but it took a bit of surfing around until I found it in one your review pages.  I understand why you would have it embedded in a review, logically it makes sense in that spot and it also drives more clicks around your site, but could you add a link under one of the resources? Or add a new resource for utilities that has the test file and other useful utils? That would be awesome.","@youruniquehandle2","2022-12-06T22:26:43",0,1
